,year,electric_range,base_msrp,dol_v_id,geo_id,clusters,cluster
100276,2016,93,31950,141946213,53053073133.0,0,pink
100287,2018,19,64950,348984492,53033030501.0,0,pink
100303,2020,14,81100,122831740,53033032315.0,0,pink
100339,2014,208,69900,178461097,53033024100.0,0,pink
100344,2013,208,69900,333876581,53033032333.0,0,pink
100382,2018,14,54950,336245311,53061052008.0,0,pink
100386,2019,12,36900,132697183,53073000902.0,0,pink
100389,2016,93,31950,116813301,53053073126.0,0,pink
100451,2017,93,32250,319878646,53053072801.0,0,pink
100469,2019,16,53400,196619559,53053072503.0,0,pink
100493,2016,93,31950,9028197,53053073123.0,0,pink
100509,2019,17,34995,2735617,53033003302.0,0,pink
100571,2016,93,31950,192513303,53033003500.0,0,pink
100638,2018,17,52900,209007333,53073000805.0,0,pink
100664,2017,93,32250,348116471,53073011000.0,0,pink
100679,2019,17,34995,117982945,53053072410.0,0,pink
100685,2013,208,69900,143093128,53033032224.0,0,pink
100697,2016,93,31950,100778912,53033031603.0,0,pink
100740,2018,14,54950,219074523,53033024601.0,0,pink
100830,2014,208,69900,178040334,53033031904.0,0,pink
100868,2019,32,39995,253772235,53073010600.0,0,pink
100990,2018,14,54950,346277228,53033032311.0,0,pink
101083,2019,32,39995,477015514,53033008500.0,0,pink
101124,2017,93,32250,349258920,53033032322.0,0,pink
101139,2013,208,69900,194896117,53073001203.0,0,pink
101146,2018,111,33950,340039143,53033029001.0,0,pink
101172,2013,208,69900,144487962,53061040900.0,0,pink
101191,2013,208,69900,242128904,53033032316.0,0,pink
101204,2018,17,52900,335604860,53061051929.0,0,pink
101235,2014,208,69900,477426477,53063003800.0,0,pink
101241,2017,14,44100,197621427,53033011601.0,0,pink
101253,2019,32,39995,161667306,53057951800.0,0,pink
101254,2018,12,36800,339820344,53057940401.0,0,pink
101337,2014,208,69900,133500188,53007961200.0,0,pink
101358,2014,208,69900,106156550,53053940008.0,0,pink
101389,2014,208,69900,199289107,53033007203.0,0,pink
101456,2013,208,69900,478061153,53017950300.0,0,pink
101507,2014,208,69900,198749484,53061051804.0,0,pink
101702,2019,12,36900,185172109,53045960201.0,0,pink
101709,2017,93,32250,119615520,53061051802.0,0,pink
101777,2017,93,32250,246305734,53073000804.0,0,pink
101795,2018,14,54950,304168469,53011040513.0,0,pink
101850,2016,93,31950,147723754,53033032006.0,0,pink
101887,2019,14,91250,221406776,53063012401.0,0,pink
101909,2013,208,69900,205879404,53033032311.0,0,pink
101927,2018,14,54950,170576759,53053072603.0,0,pink
101941,2014,208,69900,195110576,53061042006.0,0,pink
101963,2014,208,69900,5048466,53073001202.0,0,pink
102008,2014,208,69900,277795997,53035091001.0,0,pink
102009,2014,208,69900,233921110,53007960202.0,0,pink
102040,2018,19,64950,178103915,53063010701.0,0,pink
102155,2018,12,36800,142042449,53057952403.0,0,pink
102189,2013,208,69900,231239550,53033024100.0,0,pink
102293,2013,208,69900,202148096,53061051601.0,0,pink
102334,2018,16,52650,200797103,53053060700.0,0,pink
102441,2014,208,69900,124214709,53061051804.0,0,pink
102442,2014,208,69900,145626120,53015001700.0,0,pink
102532,2013,208,69900,156244917,53033022101.0,0,pink
102540,2014,208,69900,118197306,53005010819.0,0,pink
102596,2013,208,69900,144523690,53053072601.0,0,pink
102608,2018,14,54950,199379750,53033032322.0,0,pink
102655,2017,93,32250,133744754,53063010303.0,0,pink
102657,2018,17,52900,203165518,53033032102.0,0,pink
102691,2016,93,31950,303448575,53061051702.0,0,pink
102700,2013,208,69900,215093308,53073001203.0,0,pink
102732,2018,17,52900,321107636,53061050200.0,0,pink
102745,2016,93,31950,261590437,53053072509.0,0,pink
102791,2013,208,69900,100769000,53061051922.0,0,pink
102803,2014,208,69900,153816372,53033032328.0,0,pink
102955,2018,14,54950,245607190,53011040509.0,0,pink
102963,2013,208,69900,236537164,53033026200.0,0,pink
102987,2014,208,69900,206807765,53053060400.0,0,pink
103083,2014,208,69900,174084466,53033009300.0,0,pink
103164,2018,111,33950,208341192,53053072802.0,0,pink
103340,2012,33,102000,196625971,53035091002.0,0,pink
103344,2013,208,69900,192003605,53033031904.0,0,pink
103417,2018,17,52900,129014315,53033032603.0,0,pink
103434,2014,208,69900,139127348,53033032311.0,0,pink
103453,2018,12,36800,219418622,53033029804.0,0,pink
103506,2016,93,31950,103551605,53033032003.0,0,pink
103526,2014,208,69900,234057638,53033029803.0,0,pink
103589,2018,111,33950,177852083,53063004100.0,0,pink
103633,2016,93,31950,273459889,53033032307.0,0,pink
103666,2014,208,69900,193948100,53053071210.0,0,pink
103893,2017,93,32250,314558170,53067010920.0,0,pink
103990,2014,208,69900,279483459,53017950101.0,0,pink
104077,2019,12,36900,475013661,53063004702.0,0,pink
104079,2018,19,64950,183206208,53061052113.0,0,pink
104137,2019,32,39995,477849837,53033032402.0,0,pink
104160,2020,14,81100,122153153,53033024601.0,0,pink
104230,2012,265,59900,212602568,53033023603.0,0,pink
104249,2013,208,69900,349549455,53063013003.0,0,pink
104288,2018,16,52650,185758618,53033032603.0,0,pink
104306,2018,14,45600,196256714,53033031202.0,0,pink
104321,2018,14,90700,300029103,53053071414.0,0,pink
104331,2012,265,59900,186056454,53033007203.0,0,pink
104405,2014,208,69900,137393364,53073010701.0,0,pink
104431,2013,208,69900,242648143,53033029101.0,0,pink
104441,2019,17,34995,212102502,53061053603.0,0,pink
104462,2013,208,69900,187876125,53061050403.0,0,pink
104506,2016,93,31950,252246774,53033032307.0,0,pink
104511,2013,208,69900,195165183,53067012422.0,0,pink
104567,2013,208,69900,132154340,53061051803.0,0,pink
104574,2014,208,69900,143990759,53033032313.0,0,pink
104800,2017,14,44100,185676018,53011041114.0,0,pink
104804,2019,12,36900,264098362,53061052302.0,0,pink
104812,2018,14,45600,213440300,53053072601.0,0,pink
104816,2014,208,69900,137585157,53033032327.0,0,pink
104850,2016,93,31950,125813313,53033008402.0,0,pink
104895,2014,208,69900,215684185,53053072309.0,0,pink
104901,2020,14,81100,126083002,53033032500.0,0,pink
104902,2016,93,31950,166020417,53037975104.0,0,pink
104921,2012,265,59900,478208314,53033005700.0,0,pink
104939,2014,208,69900,239964308,53053070209.0,0,pink
104955,2018,14,54950,139603817,53057952304.0,0,pink
105026,2014,208,69900,180455348,53033022300.0,0,pink
105114,2018,12,36800,128572223,53057940401.0,0,pink
105142,2016,93,31950,259275873,53073010702.0,0,pink
105149,2014,208,69900,151680819,53061053604.0,0,pink
105212,2016,93,31950,188485867,53033003100.0,0,pink
105249,2018,17,52900,235534253,53061052004.0,0,pink
105380,2013,208,69900,232588163,53063012300.0,0,pink
105387,2018,19,64950,176333370,53053070100.0,0,pink
105420,2016,93,31950,157758142,53033024800.0,0,pink
105445,2018,17,52900,264563652,53057951900.0,0,pink
105475,2016,93,31950,196263910,53067011300.0,0,pink
105493,2016,93,31950,190541060,53035080400.0,0,pink
105616,2018,111,33950,348624153,53061051937.0,0,pink
105728,2014,208,69900,135525330,53033022805.0,0,pink
105837,2014,208,69900,2024018,53057952700.0,0,pink
105846,2014,208,69900,201995720,53061042004.0,0,pink
105879,2014,208,69900,113940088,53063010102.0,0,pink
106001,2017,93,32250,268975339,53061041609.0,0,pink
106090,2019,32,39995,144933561,53007960302.0,0,pink
106390,2014,208,69900,263766590,53033022603.0,0,pink
106498,2019,17,34995,228680567,53033032216.0,0,pink
106554,2014,208,69900,104820656,53033022802.0,0,pink
106584,2018,111,33950,257048641,53067010300.0,0,pink
106602,2012,33,102000,275990130,53045960500.0,0,pink
106640,2017,14,44100,200847601,53033022803.0,0,pink
106683,2013,208,69900,106364758,53033006900.0,0,pink
106728,2014,208,69900,131872905,53063013900.0,0,pink
106792,2013,208,69900,2735638,53011041500.0,0,pink
106927,2013,208,69900,242043280,53061051922.0,0,pink
106935,2019,15,55700,146983882,53033022802.0,0,pink
106943,2013,208,69900,198484499,53011040513.0,0,pink
107024,2016,93,31950,175772768,53061053801.0,0,pink
107030,2019,12,36900,228695883,53033031910.0,0,pink
107091,2012,33,102000,182745972,53033007700.0,0,pink
107094,2018,111,33950,150345653,53061051926.0,0,pink
107097,2016,93,31950,266765187,53033032402.0,0,pink
107159,2016,93,31950,140345614,53027001000.0,0,pink
107165,2014,208,69900,322329500,53061041816.0,0,pink
107175,2013,208,69900,142700484,53035091002.0,0,pink
107345,2018,14,54950,226010690,53061051802.0,0,pink
107363,2014,208,69900,224863607,53053071210.0,0,pink
107498,2013,208,69900,3180621,53061051701.0,0,pink
107529,2019,16,53400,195763893,53061052114.0,0,pink
107542,2013,208,69900,205213333,53033030405.0,0,pink
107623,2014,208,69900,117341703,53037975101.0,0,pink
107663,2018,31,75095,122101493,53053073005.0,0,pink
107683,2016,93,31950,156619606,53045961000.0,0,pink
107723,2014,208,69900,111757355,53033031906.0,0,pink
107742,2016,93,31950,189751481,53061052113.0,0,pink
107778,2018,14,54950,125256456,53057940301.0,0,pink
107871,2016,93,31950,234619542,53075000700.0,0,pink
107934,2017,93,32250,211099766,53053071506.0,0,pink
108038,2014,208,69900,204186076,53033024905.0,0,pink
108050,2018,14,45600,211171894,53025011001.0,0,pink
108065,2013,208,69900,123785931,53033032311.0,0,pink
108081,2013,208,69900,133503240,53027000201.0,0,pink
108090,2018,12,36800,315153800,53033032307.0,0,pink
108100,2014,208,69900,174298722,53057940401.0,0,pink
108110,2012,265,59900,177494341,53033024601.0,0,pink
108119,2019,32,39995,350060910,53073000804.0,0,pink
108434,2016,93,31950,190123195,53055960101.0,0,pink
108484,2014,208,69900,202471629,53053072509.0,0,pink
108496,2018,16,52650,185950033,53053060700.0,0,pink
108540,2012,265,59900,123280972,53033007203.0,0,pink
108552,2013,208,69900,107860385,53033021500.0,0,pink
108589,2016,93,31950,121702913,53061051921.0,0,pink
108598,2013,208,69900,104602704,53033032217.0,0,pink
108630,2011,245,109000,124819334,53029971700.0,0,pink
108652,2018,14,54950,475987151,53005010811.0,0,pink
108785,2012,265,59900,9692028,53063000900.0,0,pink
108815,2013,208,69900,197090071,53061052104.0,0,pink
108827,2013,208,69900,199156954,53033032402.0,0,pink
108838,2011,245,109000,243155510,53039950200.0,0,pink
109006,2013,208,69900,164873187,53061052114.0,0,pink
109011,2014,208,69900,180892435,53033007203.0,0,pink
109021,2019,16,53400,230468668,53053072109.0,0,pink
109055,2014,208,69900,163554310,53033032327.0,0,pink
109089,2017,14,89100,142211604,53011041003.0,0,pink
109101,2013,208,69900,244813334,53017950101.0,0,pink
109106,2016,93,31950,2824944,53061040200.0,0,pink
109118,2018,17,52900,244251556,53061052113.0,0,pink
109144,2018,14,45600,215809877,53061051803.0,0,pink
109197,2014,208,69900,151080660,53033032321.0,0,pink
109237,2014,208,69900,187558416,53067010520.0,0,pink
109259,2013,208,69900,182716341,53033032215.0,0,pink
109641,2013,208,69900,123296414,53033032104.0,0,pink
109694,2018,19,64950,186907612,53033032315.0,0,pink
109759,2017,93,32250,187773477,53067011810.0,0,pink
109761,2013,208,69900,279484467,53033011601.0,0,pink
109809,2018,31,75095,475617803,53057951900.0,0,pink
109827,2013,208,69900,294615555,53029972000.0,0,pink
109872,2019,32,39995,169582346,53073001202.0,0,pink
109965,2014,208,69900,185957243,53053073404.0,0,pink
109977,2013,208,69900,208331980,53061052206.0,0,pink
110015,2013,208,69900,244824982,53033025006.0,0,pink
110055,2016,93,31950,153377906,53067011300.0,0,pink
110121,2013,208,69900,209040051,53035092500.0,0,pink
110137,2014,208,69900,233349189,53029971800.0,0,pink
110162,2019,17,52900,208428272,53037975500.0,0,pink
110163,2018,17,52900,348435111,53007960201.0,0,pink
110176,2016,93,31950,251619196,53033011001.0,0,pink
110207,2017,14,44100,333655997,53061052208.0,0,pink
110215,2013,208,69900,168655448,53053072509.0,0,pink
110342,2014,208,69900,190593084,53061052707.0,0,pink
110411,2019,12,36900,192648648,53033032311.0,0,pink
110452,2016,93,31950,142055539,53005011505.0,0,pink
110530,2016,93,31950,298244040,53061053400.0,0,pink
110535,2019,32,39995,477248348,53061052105.0,0,pink
110626,2016,93,31950,101254457,53033024602.0,0,pink
110641,2014,208,69900,143555660,53057950802.0,0,pink
110762,2013,208,69900,189051341,53061053603.0,0,pink
110828,2014,208,69900,6118948,53033032319.0,0,pink
110854,2019,17,34995,216795855,53073000804.0,0,pink
110937,2013,208,69900,256142120,53033022803.0,0,pink
111061,2018,111,33950,175266878,53073010409.0,0,pink
111072,2018,14,54950,349031511,53033024100.0,0,pink
111106,2019,12,36900,146889718,53041971501.0,0,pink
111208,2016,93,31950,121464948,53061051931.0,0,pink
111219,2013,208,69900,208733731,53011040512.0,0,pink
111273,2018,17,52900,209290714,53053072305.0,0,pink
111313,2017,93,32250,349306702,53061051931.0,0,pink
111327,2016,93,31950,110739842,53033009400.0,0,pink
111351,2019,12,36900,476060462,53061053102.0,0,pink
111393,2013,208,69900,6172904,53033024602.0,0,pink
111528,2018,16,52650,187300690,53061052603.0,0,pink
111589,2014,208,69900,260953178,53033032216.0,0,pink
111603,2013,208,69900,171031458,53073011000.0,0,pink
111761,2018,14,54950,144329776,53043960200.0,0,pink
111779,2014,208,69900,167425660,53033031904.0,0,pink
111818,2019,17,52900,474787785,53005010600.0,0,pink
111826,2016,93,31950,475056697,53053062600.0,0,pink
111843,2016,93,31950,6009664,53033023801.0,0,pink
111885,2014,208,69900,7673508,53055960400.0,0,pink
111963,2018,14,45600,202990462,53061050101.0,0,pink
112002,2013,208,69900,167512019,53033021905.0,0,pink
112095,2008,220,98950,232155668,53033032315.0,0,pink
112157,2019,17,52900,148952947,53033021803.0,0,pink
112191,2014,208,69900,106676013,53053071207.0,0,pink
112286,2017,14,44100,320061430,53033030404.0,0,pink
112367,2017,93,32250,348128686,53033023603.0,0,pink
112479,2014,208,69900,252774455,53033032332.0,0,pink
112690,2013,208,69900,237924424,53033032002.0,0,pink
112740,2018,14,45600,212011978,53053073128.0,0,pink
112760,2016,14,43700,109244726,53061050404.0,0,pink
112831,2018,17,52900,474326744,53077001100.0,0,pink
112854,2013,208,69900,135395438,53005010814.0,0,pink
112916,2013,208,69900,262225918,53005010708.0,0,pink
112957,2018,16,52650,134966002,53027001000.0,0,pink
113052,2013,208,69900,156867931,53061052122.0,0,pink
113068,2014,208,69900,148232388,53033032315.0,0,pink
113183,2014,208,69900,235166578,53011041112.0,0,pink
113214,2016,93,31950,257037273,53033027902.0,0,pink
113295,2014,208,69900,264301908,53033026001.0,0,pink
113316,2018,12,36800,175477662,53063003100.0,0,pink
113341,2019,32,39995,474513882,53053072504.0,0,pink
113350,2014,208,69900,232487804,53061050102.0,0,pink
113355,2019,32,39995,271020284,53009001800.0,0,pink
113413,2018,16,52650,255180831,53053072504.0,0,pink
113446,2014,208,69900,216711554,53061050200.0,0,pink
113532,2014,208,69900,124861670,53053072307.0,0,pink
113549,2014,208,69900,143887719,53033020100.0,0,pink
113608,2014,208,69900,158548071,53061051927.0,0,pink
113639,2013,208,69900,137100358,53061052906.0,0,pink
113669,2016,93,31950,348443077,53061040500.0,0,pink
113675,2013,208,69900,227139902,53053071207.0,0,pink
113694,2018,16,52650,150148729,53057951800.0,0,pink
113753,2017,14,44100,103306318,53011040303.0,0,pink
113818,2019,17,52900,136977725,53033010601.0,0,pink
113956,2018,14,90700,249980923,53053073127.0,0,pink
113994,2014,208,69900,139564827,53073001101.0,0,pink
113995,2019,15,55700,203046238,53073001000.0,0,pink
113999,2019,12,36900,477243868,53053940001.0,0,pink
114061,2014,208,69900,165087443,53035080900.0,0,pink
114306,2012,265,59900,220390523,53053062802.0,0,pink
114309,2013,208,69900,262122542,53037975101.0,0,pink
114332,2018,17,52900,132361540,53053072405.0,0,pink
114442,2016,93,31950,231088791,53053072408.0,0,pink
114512,2018,17,52900,252734912,53053070307.0,0,pink
114525,2019,16,53400,233839651,53053062600.0,0,pink
114564,2013,208,69900,169821592,53011040604.0,0,pink
114589,2018,14,54950,477618669,53005010810.0,0,pink
114607,2020,14,81100,255472465,53077002803.0,0,pink
114622,2010,245,110950,233505996,53029971301.0,0,pink
114688,2017,14,44100,191458235,53033032318.0,0,pink
114727,2013,208,69900,199484995,53021020503.0,0,pink
114745,2014,208,69900,128991278,53033024601.0,0,pink
114777,2016,93,31950,223986591,53021020605.0,0,pink
114805,2018,14,54950,100830544,53033024200.0,0,pink
114818,2013,208,69900,251180695,53061052108.0,0,pink
114823,2018,14,45600,195096002,53033031603.0,0,pink
114876,2013,208,69900,8761742,53033024601.0,0,pink
114889,2014,208,69900,131291240,53053070309.0,0,pink
114955,2012,265,59900,179105839,53063013600.0,0,pink
114984,2014,208,69900,143440748,53033000500.0,0,pink
114990,2016,93,31950,152703806,53043960200.0,0,pink
115043,2013,208,69900,167758027,53033022501.0,0,pink
115142,2014,208,69900,262155582,53053072314.0,0,pink
115174,2014,208,69900,208979907,53011042601.0,0,pink
115211,2014,208,69900,160877,53033032215.0,0,pink
115278,2014,208,69900,192357784,53033032706.0,0,pink
115332,2014,208,69900,144770013,53053060600.0,0,pink
115350,2012,265,59900,241679812,53061053201.0,0,pink
115388,2013,208,69900,102148266,53007960303.0,0,pink
115393,2016,93,31950,348356746,53031950602.0,0,pink
115420,2019,15,55700,475113859,53067012332.0,0,pink
115448,2012,265,59900,259799571,53037975500.0,0,pink
115484,2014,208,69900,116770426,53061052301.0,0,pink
115509,2014,208,69900,183401900,53053940001.0,0,pink
115716,2017,14,44100,252602283,53027000502.0,0,pink
115728,2013,208,69900,226259239,53033022803.0,0,pink
115770,2019,17,34995,258100902,53017950800.0,0,pink
115771,2012,265,59900,253774377,53033032102.0,0,pink
115824,2016,93,31950,100709542,53055960102.0,0,pink
115827,2012,265,59900,120724474,53033032221.0,0,pink
115917,2019,17,34995,477210429,53005010817.0,0,pink
116016,2019,15,55700,195236660,53073010411.0,0,pink
116069,2019,32,39995,110506903,53053071807.0,0,pink
116164,2018,111,33950,156670881,53049950200.0,0,pink
116198,2013,208,69900,238219103,53033032213.0,0,pink
116214,2017,14,44100,258723195,53053070208.0,0,pink
116303,2014,208,69900,179163442,53073010405.0,0,pink
116433,2013,208,69900,198513395,53053062902.0,0,pink
116575,2016,93,31950,104199035,53049950600.0,0,pink
116577,2013,208,69900,177314917,53061052401.0,0,pink
116634,2016,93,31950,165201270,53033002400.0,0,pink
116697,2014,208,69900,183097393,53067010801.0,0,pink
116762,2018,14,45600,106014975,53053072508.0,0,pink
116851,2017,14,44100,350356492,53033026101.0,0,pink
116920,2019,32,39995,474955393,53053071807.0,0,pink
116937,2017,93,32250,307911166,53033030501.0,0,pink
116976,2017,93,32250,307790668,53061050102.0,0,pink
117045,2014,208,69900,152057965,53061052122.0,0,pink
117048,2019,15,55700,3259812,53073010405.0,0,pink
117073,2019,17,52900,268826974,53061050300.0,0,pink
117175,2013,208,69900,211029864,53053071902.0,0,pink
117219,2014,208,69900,237667251,53053070314.0,0,pink
117248,2013,208,69900,187350768,53073010405.0,0,pink
117288,2014,208,69900,258325637,53053072408.0,0,pink
117381,2019,12,36900,235542597,53063004200.0,0,pink
117413,2017,93,32250,349321003,53033021600.0,0,pink
117478,2019,15,55700,240575618,53021020504.0,0,pink
117537,2013,208,69900,276369117,53073010405.0,0,pink
117557,2013,208,69900,209825066,53067011722.0,0,pink
117615,2013,208,69900,207168216,53061052006.0,0,pink
117768,2017,14,44100,196637738,53029971100.0,0,pink
117824,2018,12,36800,335073525,53053070206.0,0,pink
117860,2014,208,69900,165967028,53061051500.0,0,pink
117937,2013,208,69900,108833014,53053071416.0,0,pink
117983,2013,208,69900,165055803,53033024704.0,0,pink
117994,2018,14,54950,112580002,53061052113.0,0,pink
118017,2013,208,69900,211823363,53071920902.0,0,pink
118054,2019,12,36900,208403142,53053072315.0,0,pink
118055,2016,93,31950,109864688,53055960103.0,0,pink
118121,2014,208,69900,105037971,53053072313.0,0,pink
118163,2013,208,69900,114333663,53033022203.0,0,pink
118171,2019,12,36900,208997575,53073010302.0,0,pink
118206,2013,208,69900,164624204,53073000808.0,0,pink
118340,2016,93,31950,258458259,53053060400.0,0,pink
118380,2017,93,32250,107389551,53033001100.0,0,pink
118410,2014,208,69900,4580649,53033003202.0,0,pink
118411,2013,208,69900,195436111,53061051926.0,0,pink
118423,2013,208,69900,152801827,53061042001.0,0,pink
118438,2012,265,59900,201294509,53041971700.0,0,pink
118442,2014,208,69900,222077838,53053071310.0,0,pink
118446,2013,208,69900,348793441,53073000902.0,0,pink
118480,2013,208,69900,107374809,53061053605.0,0,pink
118813,2018,14,54950,153958346,53073011000.0,0,pink
118819,2013,208,69900,1144678,53061050404.0,0,pink
118830,2019,32,39995,477468967,53033020301.0,0,pink
118862,2018,12,36800,349114776,53067010700.0,0,pink
118890,2013,208,69900,145411437,53033023805.0,0,pink
119049,2019,12,36900,474559977,53033004000.0,0,pink
119163,2016,93,31950,160101196,53067012100.0,0,pink
119186,2019,32,39995,179514751,53033022201.0,0,pink
119202,2017,31,75095,476812696,53067012224.0,0,pink
119271,2017,93,32250,308861892,53073010504.0,0,pink
119297,2013,208,69900,198295345,53061052203.0,0,pink
119323,2013,208,69900,156737612,53077003003.0,0,pink
119325,2018,17,52900,277800589,53053072105.0,0,pink
119367,2014,208,69900,320335536,53029971900.0,0,pink
119413,2014,208,69900,157846930,53031950603.0,0,pink
119451,2018,12,36800,191471899,53057950803.0,0,pink
119487,2013,208,69900,253780845,53027001100.0,0,pink
119497,2012,265,59900,230264730,53067011902.0,0,pink
119518,2018,14,45600,477183570,53061052604.0,0,pink
119520,2018,16,52650,167153430,53061052506.0,0,pink
119600,2018,14,54950,103464350,53033032333.0,0,pink
119615,2018,111,33950,259551015,53055960103.0,0,pink
119649,2014,208,69900,201975840,53073001101.0,0,pink
119716,2013,208,69900,206202643,53061042001.0,0,pink
119822,2016,93,31950,269437675,53033009900.0,0,pink
119839,2013,208,69900,156624450,53061052108.0,0,pink
119877,2013,208,69900,213227241,53033023902.0,0,pink
119917,2013,208,69900,207410899,53035091001.0,0,pink
119925,2016,93,31950,3376096,53053940007.0,0,pink
120030,2014,208,69900,171106610,53033031911.0,0,pink
120101,2014,208,69900,6862579,53025010904.0,0,pink
120127,2019,17,52900,281245135,53033032103.0,0,pink
120165,2017,93,32250,338400660,53053061800.0,0,pink
120293,2019,32,39995,280282418,53053071807.0,0,pink
120370,2018,16,52650,211762897,53053070209.0,0,pink
120375,2014,208,69900,214974308,53053072109.0,0,pink
120401,2017,14,44100,197066761,53061052904.0,0,pink
120405,2018,111,33950,236280404,53073000902.0,0,pink
120438,2013,208,69900,244675350,53045961200.0,0,pink
120486,2013,208,69900,159212882,53041971100.0,0,pink
120530,2013,208,69900,103903201,53073001202.0,0,pink
120546,2014,208,69900,112459756,53035080700.0,0,pink
120566,2013,208,69900,122148890,53033024905.0,0,pink
120589,2018,111,33950,233941844,53027001100.0,0,pink
120670,2013,208,69900,132832493,53061041303.0,0,pink
120674,2013,208,69900,178215166,53033022203.0,0,pink
120695,2019,12,36900,9430277,53033009500.0,0,pink
120727,2014,208,69900,475440276,53005010100.0,0,pink
120774,2017,93,32250,348333660,53061051200.0,0,pink
120785,2014,208,69900,175419709,53015001501.0,0,pink
120923,2014,208,69900,273731335,53033032008.0,0,pink
121004,2012,265,59900,334025863,53061052301.0,0,pink
121083,2014,208,69900,8444677,53007960203.0,0,pink
121107,2014,208,69900,123965285,53033032222.0,0,pink
121183,2018,19,64950,111816855,53033002200.0,0,pink
121226,2018,16,52650,135220172,53053072504.0,0,pink
121334,2014,208,69900,306854019,53053940009.0,0,pink
121377,2014,208,69900,171627193,53061052203.0,0,pink
121493,2013,208,69900,197046825,53057952304.0,0,pink
121510,2014,208,69900,9346263,53033032322.0,0,pink
121523,2018,12,36800,118612637,53061052210.0,0,pink
121544,2014,208,69900,237823064,53061052604.0,0,pink
121554,2013,208,69900,201855370,53063013204.0,0,pink
121597,2018,19,64950,166420243,53033032002.0,0,pink
121655,2017,93,32250,224657002,53061051918.0,0,pink
121744,2008,220,98950,105438511,53063011302.0,0,pink
121788,2014,208,69900,212427344,53061052502.0,0,pink
121834,2019,17,34995,176174302,53061051932.0,0,pink
121958,2017,93,32250,244989629,53077001702.0,0,pink
121965,2014,208,69900,477294681,53033021701.0,0,pink
121971,2012,265,59900,177636406,53053070316.0,0,pink
122215,2012,265,59900,227410347,53017950600.0,0,pink
122229,2013,208,69900,153066707,53033009300.0,0,pink
122260,2016,14,43700,171933205,53033020100.0,0,pink
122271,2018,14,54950,227435456,53027000800.0,0,pink
122433,2019,12,36900,477583578,53053072112.0,0,pink
122447,2013,208,69900,176595107,53011041317.0,0,pink
122459,2016,93,31950,186194242,53053072406.0,0,pink
122471,2017,14,44100,142401885,53053073302.0,0,pink
122481,2013,208,69900,475998862,53053073118.0,0,pink
122509,2014,208,69900,226512751,53033010601.0,0,pink
122517,2016,14,43700,133551183,53061051934.0,0,pink
122524,2019,15,55700,476229890,53033025005.0,0,pink
122537,2013,208,69900,477673906,53061052122.0,0,pink
122630,2014,208,69900,209509660,53063010404.0,0,pink
122682,2014,208,69900,219409781,53009001500.0,0,pink
122697,2018,17,52900,169502154,53011043100.0,0,pink
122765,2017,14,89100,101427504,53063013502.0,0,pink
122775,2019,12,36900,278803486,53047971000.0,0,pink
122782,2019,15,55700,209835762,53063011301.0,0,pink
122783,2019,15,55700,317966764,53033024602.0,0,pink
122807,2014,208,69900,231681845,53033032219.0,0,pink
122829,2019,32,39995,120425532,53077002803.0,0,pink
122835,2014,208,69900,478438138,53073010102.0,0,pink
122870,2014,208,69900,104761296,53033023807.0,0,pink
122961,2019,32,39995,475515169,53073010411.0,0,pink
123035,2017,93,32250,193340892,53033002500.0,0,pink
123083,2016,93,31950,190502084,53073000807.0,0,pink
123135,2019,17,52900,206930384,53033006100.0,0,pink
123144,2018,12,36800,156481958,53061050404.0,0,pink
123177,2013,208,69900,234383110,53027001100.0,0,pink
123224,2018,14,54950,349881675,53061051938.0,0,pink
123233,2014,208,69900,192356076,53057952403.0,0,pink
123347,2014,208,69900,153092747,53061041100.0,0,pink
123433,2018,14,54950,230096863,53011040412.0,0,pink
123449,2019,12,36900,275180636,53033008900.0,0,pink
123488,2013,208,69900,121897730,53053073116.0,0,pink
123579,2018,14,54950,193077951,53061053507.0,0,pink
123717,2016,93,31950,178985873,53063013900.0,0,pink
123750,2014,208,69900,179016792,53073000808.0,0,pink
123810,2010,245,110950,149731004,53061041301.0,0,pink
123830,2018,12,36800,269012299,53033031906.0,0,pink
123892,2013,208,69900,113271217,53033022606.0,0,pink
123919,2016,93,31950,184089643,53029971302.0,0,pink
123979,2018,14,54950,150321265,53033021100.0,0,pink
123997,2014,208,69900,203976517,53053072506.0,0,pink
124001,2013,208,69900,152833187,53061053700.0,0,pink
124034,2013,208,69900,166240966,53005010811.0,0,pink
124088,2013,208,69900,189453813,53033024100.0,0,pink
124118,2017,14,44100,211646347,53033024601.0,0,pink
124172,2013,208,69900,140758824,53033022702.0,0,pink
124173,2016,93,31950,221131298,53033022606.0,0,pink
124212,2014,208,69900,150242179,53033032315.0,0,pink
124253,2013,208,69900,214848448,53053073128.0,0,pink
124314,2014,208,69900,202599421,53061050600.0,0,pink
124325,2014,208,69900,235071007,53053071808.0,0,pink
124378,2018,111,33950,256641290,53053940004.0,0,pink
124428,2016,93,31950,330861464,53033005902.0,0,pink
124519,2013,208,69900,237844820,53033025008.0,0,pink
124601,2019,32,39995,101109921,53053071807.0,0,pink
124648,2017,93,32250,203422243,53033023604.0,0,pink
124651,2019,32,39995,200628942,53061050300.0,0,pink
124777,2013,208,69900,186212960,53061050403.0,0,pink
124829,2012,33,102000,216204887,53061050200.0,0,pink
124861,2018,111,33950,180733619,53073001202.0,0,pink
124932,2019,32,39995,271556379,53053071807.0,0,pink
