,year,electric_range,base_msrp,dol_v_id,geo_id,clusters,cluster
73849,2013,208,69900,109068662,53061050200.0,0,pink
74056,2016,93,31950,198510623,53031950502.0,0,pink
74100,2019,32,39995,211241698,53067011200.0,0,pink
74173,2019,17,52900,125994935,53033022101.0,0,pink
74231,2012,265,59900,211900867,53033022402.0,0,pink
74264,2014,208,69900,170791876,53033029304.0,0,pink
74303,2017,93,32250,157523866,53055960101.0,0,pink
74313,2014,208,69900,336807320,53031950400.0,0,pink
74320,2014,208,69900,478013056,53033032331.0,0,pink
74329,2019,17,34995,3627382,53033026004.0,0,pink
74361,2013,208,69900,177661403,53053070310.0,0,pink
74376,2014,208,69900,235460907,53017950800.0,0,pink
74432,2018,14,54950,296073571,53033004600.0,0,pink
74465,2014,208,69900,106389587,53033024704.0,0,pink
74504,2013,208,69900,211688403,53053070205.0,0,pink
74519,2013,208,69900,204764409,53011040610.0,0,pink
74570,2013,208,69900,158493303,53033025103.0,0,pink
74609,2013,208,69900,216580934,53033024100.0,0,pink
74624,2014,208,69900,185838544,53033024002.0,0,pink
74625,2013,208,69900,8253619,53033011300.0,0,pink
74666,2013,208,69900,255856457,53033024902.0,0,pink
74680,2012,265,59900,206496741,53033006500.0,0,pink
74725,2018,16,52650,141651800,53033021903.0,0,pink
74770,2013,208,69900,169924618,53033006900.0,0,pink
74777,2018,17,52900,128701086,53035090800.0,0,pink
74820,2016,93,31950,220280350,53033024904.0,0,pink
74867,2018,14,54950,205930084,53033002500.0,0,pink
74897,2013,208,69900,202397513,53033024200.0,0,pink
74902,2018,12,36800,6194954,53073000101.0,0,pink
75023,2018,16,52650,148704825,53033008200.0,0,pink
75034,2013,208,69900,188616144,53033032104.0,0,pink
75118,2019,32,39995,114419329,53035090901.0,0,pink
75292,2014,208,69900,202197376,53061051935.0,0,pink
75307,2013,208,69900,149545301,53067012100.0,0,pink
75341,2013,208,69900,143568988,53017950300.0,0,pink
75343,2016,93,31950,199591969,53067011300.0,0,pink
75495,2019,17,34995,172406496,53053072408.0,0,pink
75569,2018,111,33950,244526894,53067011902.0,0,pink
75593,2013,208,69900,164798763,53061051926.0,0,pink
75654,2014,208,69900,3602532,53061052604.0,0,pink
75698,2013,208,69900,7917311,53033032326.0,0,pink
75708,2019,32,39995,106112723,53033031904.0,0,pink
75715,2013,208,69900,120104057,53053070307.0,0,pink
75769,2016,93,31950,477450466,53053071207.0,0,pink
75819,2013,208,69900,190401893,53033032327.0,0,pink
75852,2014,208,69900,229698458,53061052401.0,0,pink
75864,2014,208,69900,226539631,53067012225.0,0,pink
76056,2013,208,69900,145383493,53033029806.0,0,pink
76071,2017,93,32250,348978934,53033032601.0,0,pink
76091,2014,208,69900,119502848,53061052010.0,0,pink
76167,2013,208,69900,214103270,53033003601.0,0,pink
76204,2017,93,32250,144459626,53007961304.0,0,pink
76260,2013,208,69900,127984503,53033032218.0,0,pink
76302,2018,12,36800,256125404,53039950103.0,0,pink
76324,2019,17,34995,156088642,53033032217.0,0,pink
76350,2019,17,34995,176202946,53033029309.0,0,pink
76366,2014,208,69900,132044601,53035090901.0,0,pink
76445,2013,208,69900,131238040,53061051802.0,0,pink
76446,2013,208,69900,119682244,53065950700.0,0,pink
76627,2013,208,69900,473468677,53033009701.0,0,pink
76640,2016,93,31950,181174927,53033029408.0,0,pink
76664,2018,19,64950,331100185,53009001702.0,0,pink
76685,2014,208,69900,162111918,53033007800.0,0,pink
76738,2018,17,52900,209913322,53073000804.0,0,pink
76739,2014,208,69900,144011759,53053072504.0,0,pink
76766,2013,208,69900,194486099,53033024302.0,0,pink
76783,2016,93,31950,177775902,53033032402.0,0,pink
76808,2018,14,54950,102099385,53063010506.0,0,pink
76814,2016,93,31950,152282154,53033032500.0,0,pink
76839,2012,265,59900,279701390,53057940302.0,0,pink
76852,2018,19,64950,124566284,53061052004.0,0,pink
76908,2014,208,69900,142213004,53063004100.0,0,pink
76941,2013,208,69900,245487728,53061052603.0,0,pink
76943,2017,93,32250,118035039,53053070703.0,0,pink
76978,2014,208,69900,183113948,53033006703.0,0,pink
77036,2018,14,45600,194736524,53053071409.0,0,pink
77039,2013,208,69900,108073297,53033009500.0,0,pink
77097,2014,208,69900,202697113,53033032321.0,0,pink
77116,2017,93,32250,259331313,53033027000.0,0,pink
77175,2014,208,69900,242599983,53053072509.0,0,pink
77188,2013,208,69900,211460448,53033032604.0,0,pink
77196,2019,16,53400,227164885,53053072509.0,0,pink
77356,2018,16,52650,349347883,53033002700.0,0,pink
77552,2019,12,36900,115180502,53033022702.0,0,pink
77561,2019,17,34995,157802816,53033005801.0,0,pink
77689,2018,17,52900,156550425,53033009900.0,0,pink
77756,2014,208,69900,154034310,53057951200.0,0,pink
77760,2013,208,69900,247678770,53033032102.0,0,pink
77957,2014,208,69900,192953134,53033010800.0,0,pink
77977,2014,208,69900,255066024,53033025201.0,0,pink
78024,2017,93,32250,208062648,53033004101.0,0,pink
78049,2018,14,54950,159779021,53063000700.0,0,pink
78150,2013,208,69900,110210222,53033004901.0,0,pink
78201,2014,208,69900,231176438,53073010600.0,0,pink
78217,2014,208,69900,219225352,53033030902.0,0,pink
78225,2014,208,69900,145260349,53033004600.0,0,pink
78256,2018,19,64950,310265476,53033032401.0,0,pink
78286,2016,93,31950,475848523,53033022101.0,0,pink
78342,2016,93,31950,6063984,53033024001.0,0,pink
78400,2016,93,31950,205631457,53033029901.0,0,pink
78454,2013,208,69900,144531264,53033024200.0,0,pink
78458,2018,14,45600,198856304,53053940002.0,0,pink
78470,2014,208,69900,284686118,53035092600.0,0,pink
78485,2013,208,69900,347903678,53053073005.0,0,pink
78537,2019,16,53400,148995605,53033032326.0,0,pink
78549,2013,208,69900,7517212,53029971900.0,0,pink
78702,2013,208,69900,1854506,53033024200.0,0,pink
78722,2017,93,32250,148679191,53011040414.0,0,pink
78743,2019,32,39995,3516964,53061051937.0,0,pink
78781,2019,12,36900,102042923,53033002900.0,0,pink
78793,2018,19,64950,144942654,53029971700.0,0,pink
78839,2019,17,34995,251713045,53033032307.0,0,pink
79105,2019,32,39995,477789056,53061041901.0,0,pink
79128,2013,208,69900,139624411,53053072602.0,0,pink
79144,2013,208,69900,233491653,53063011900.0,0,pink
79193,2019,17,52900,110530647,53061052206.0,0,pink
79201,2018,111,33950,348075661,53033030406.0,0,pink
79221,2016,93,31950,184902812,53063012402.0,0,pink
79264,2017,14,44100,102599605,53041970500.0,0,pink
79280,2014,208,69900,8038859,53027001000.0,0,pink
79342,2019,12,36900,196264708,53033021802.0,0,pink
79349,2017,93,32250,347980013,53067011100.0,0,pink
79437,2012,33,102000,268937364,53061053201.0,0,pink
79461,2018,14,54950,308833304,53053940011.0,0,pink
79579,2014,208,69900,251830526,53035090800.0,0,pink
79651,2016,93,31950,349255539,53061042004.0,0,pink
79703,2019,17,52900,103898749,53033009200.0,0,pink
79718,2014,208,69900,135154890,53025010600.0,0,pink
79809,2018,17,52900,176319643,53033009900.0,0,pink
79910,2013,208,69900,244757558,53033007002.0,0,pink
79957,2014,208,69900,178368795,53033032218.0,0,pink
80106,2013,208,69900,127478900,53037975102.0,0,pink
80182,2017,14,44100,138906008,53033026200.0,0,pink
80222,2013,208,69900,178216979,53061051402.0,0,pink
80265,2014,208,69900,4887760,53003960100.0,0,pink
80385,2016,93,31950,191532883,53061050600.0,0,pink
80414,2014,208,69900,141757955,53053072107.0,0,pink
80442,2014,208,69900,177015366,53061052606.0,0,pink
80509,2012,265,59900,121521949,53033022300.0,0,pink
80645,2018,14,90700,187581215,53033031904.0,0,pink
80659,2019,12,36900,475937052,53053060700.0,0,pink
80692,2013,208,69900,103733801,53033004000.0,0,pink
80706,2013,208,69900,161391191,53033008002.0,0,pink
80874,2014,208,69900,235430653,53061053802.0,0,pink
80883,2014,208,69900,235353695,53033024901.0,0,pink
80935,2018,111,33950,345334846,53061052701.0,0,pink
80965,2013,208,69900,116647408,53021020300.0,0,pink
81029,2013,208,69900,115551712,53053060500.0,0,pink
81033,2013,208,69900,252836335,53061052302.0,0,pink
81102,2018,16,52650,478450514,53053940002.0,0,pink
81105,2013,208,69900,194692725,53005011506.0,0,pink
81174,2018,14,54950,220395360,53061041601.0,0,pink
81176,2018,17,52900,290904421,53033001500.0,0,pink
81252,2018,16,52650,131543338,53053073502.0,0,pink
81290,2014,208,69900,122491029,53053070310.0,0,pink
81317,2018,14,45600,438905491,53033026001.0,0,pink
81395,2019,17,52900,3409514,53033031601.0,0,pink
81405,2018,12,36800,154229351,53033007600.0,0,pink
81424,2016,93,31950,165715049,53033032401.0,0,pink
81426,2017,93,32250,124384732,53061052502.0,0,pink
81446,2013,208,69900,202739337,53033031202.0,0,pink
81491,2008,220,98950,178726425,53033023805.0,0,pink
81500,2018,14,54950,182270987,53033032307.0,0,pink
81564,2012,265,59900,174154914,53033025006.0,0,pink
81638,2018,14,45600,257627296,53053060600.0,0,pink
81675,2019,17,52900,199390089,53053071206.0,0,pink
81769,2019,12,36900,476202275,53033024301.0,0,pink
81778,2018,17,52900,475966298,53063002300.0,0,pink
81795,2016,93,31950,195123932,53061051932.0,0,pink
81827,2014,208,69900,148078311,53057952304.0,0,pink
81869,2014,208,69900,166433109,53011040512.0,0,pink
81877,2014,208,69900,211829747,53033032328.0,0,pink
81905,2017,93,32250,245131869,53033011500.0,0,pink
81962,2019,32,39995,329225830,53033011801.0,0,pink
82069,2012,265,59900,228975645,53033023702.0,0,pink
82112,2018,16,52650,196536847,53061052607.0,0,pink
82207,2014,208,69900,122369026,53029971400.0,0,pink
82311,2019,17,52900,183515069,53033009702.0,0,pink
82337,2016,93,31950,229977870,53033032104.0,0,pink
82387,2013,208,69900,234358386,53061053700.0,0,pink
82399,2018,111,33950,175572589,53011040712.0,0,pink
82440,2012,265,59900,150133686,53053073302.0,0,pink
82447,2013,208,69900,151462307,53033026400.0,0,pink
82501,2016,93,31950,247936034,53073000809.0,0,pink
82504,2016,93,31950,102991178,53053062400.0,0,pink
82527,2018,16,52650,475407691,53033021905.0,0,pink
82565,2013,208,69900,172644013,53061041703.0,0,pink
82594,2016,93,31950,214229046,53033003000.0,0,pink
82616,2018,19,64950,182500475,53007960501.0,0,pink
82743,2019,17,34995,102661345,53045961101.0,0,pink
82795,2019,17,34995,299632077,53063002300.0,0,pink
82875,2014,208,69900,255586817,53033026700.0,0,pink
82879,2017,93,32250,151751029,53033007203.0,0,pink
82888,2019,12,36900,217671499,53033031603.0,0,pink
82925,2014,208,69900,205690236,53055960302.0,0,pink
82967,2013,208,69900,4561609,53033024703.0,0,pink
83085,2013,208,69900,147521930,53033032316.0,0,pink
83091,2018,17,52900,333721797,53033005700.0,0,pink
83216,2016,93,31950,215930844,53053071210.0,0,pink
83296,2018,16,52650,168518430,53011040512.0,0,pink
83316,2018,12,36800,145834258,53061051936.0,0,pink
83386,2019,16,53400,256916957,53015002004.0,0,pink
83401,2013,208,69900,114571691,53033002700.0,0,pink
83448,2016,93,31950,190210121,53061052008.0,0,pink
83482,2016,93,31950,251988334,53033010302.0,0,pink
83517,2012,33,102000,236483782,53049950200.0,0,pink
83531,2019,15,55700,180189544,53061042004.0,0,pink
83545,2013,208,69900,175982285,53061052203.0,0,pink
83561,2019,17,34995,4638882,53033032704.0,0,pink
83683,2014,208,69900,195370402,53011040907.0,0,pink
83782,2019,12,36900,215802709,53033007600.0,0,pink
83891,2014,208,69900,477083456,53033009900.0,0,pink
83956,2018,14,45600,478404335,53033022605.0,0,pink
84000,2019,17,52900,128450724,53033005000.0,0,pink
84117,2016,93,31950,245925074,53061041816.0,0,pink
84179,2014,208,69900,230743565,53009001200.0,0,pink
84196,2019,12,36900,475754268,53033024100.0,0,pink
84225,2019,17,34995,477247585,53033010402.0,0,pink
84366,2016,93,31950,194285563,53053073405.0,0,pink
84430,2012,265,59900,141272351,53061041815.0,0,pink
84431,2018,14,45600,338380472,53033000700.0,0,pink
84579,2016,93,31950,223923871,53073000401.0,0,pink
84696,2016,93,31950,558337,53033027200.0,0,pink
84719,2018,17,52900,296964314,53033032011.0,0,pink
84781,2018,17,52900,227476042,53033032603.0,0,pink
84799,2019,15,55700,476376834,53033032327.0,0,pink
84931,2013,208,69900,139826459,53033032311.0,0,pink
84951,2018,17,52900,3470260,53033005201.0,0,pink
84983,2013,208,69900,120305048,53033011402.0,0,pink
84998,2017,93,32250,243930109,53035091600.0,0,pink
85430,2013,208,69900,159427754,53033023701.0,0,pink
85479,2018,14,45600,247393870,53033031204.0,0,pink
85525,2017,14,44100,117606310,53011040609.0,0,pink
85554,2013,208,69900,214482425,53033032327.0,0,pink
85591,2019,17,52900,251203494,53033032006.0,0,pink
85650,2016,93,31950,102738289,53011040201.0,0,pink
85689,2014,208,69900,194529968,53061051918.0,0,pink
85752,2017,14,89100,144681414,53007961304.0,0,pink
85816,2014,208,69900,349850749,53021020603.0,0,pink
85910,2018,14,54950,271018121,53063013003.0,0,pink
85943,2018,111,33950,272021018,53033024002.0,0,pink
85982,2018,14,54950,109075627,53033032222.0,0,pink
85985,2016,93,31950,310187524,53053060904.0,0,pink
86057,2013,208,69900,279732771,53033023000.0,0,pink
86082,2016,93,31950,197327014,53011041333.0,0,pink
86139,2019,32,39995,197172461,53061051933.0,0,pink
86151,2019,32,39995,255619941,53053072509.0,0,pink
86166,2019,32,39995,235124879,53053073502.0,0,pink
86274,2016,93,31950,181235078,53053072311.0,0,pink
86298,2016,93,31950,209669757,53053073122.0,0,pink
86344,2016,93,31950,183134269,53033031202.0,0,pink
86354,2013,208,69900,228899387,53057952200.0,0,pink
86416,2016,93,31950,237627414,53061052107.0,0,pink
86615,2014,208,69900,299780680,53033032218.0,0,pink
86629,2017,14,44100,211710271,53053072602.0,0,pink
86673,2013,208,69900,223040212,53057951600.0,0,pink
86677,2018,12,36800,348336089,53033032218.0,0,pink
86775,2018,16,52650,202020017,53033009701.0,0,pink
86815,2013,208,69900,475812403,53053073005.0,0,pink
86816,2013,208,69900,211219928,53061050403.0,0,pink
86884,2013,208,69900,204678806,53007960203.0,0,pink
86943,2016,93,31950,317302982,53053060908.0,0,pink
86955,2018,12,36800,175253669,53033000500.0,0,pink
86995,2014,208,69900,137809388,53033023100.0,0,pink
87027,2019,17,34995,3432747,53053060500.0,0,pink
87059,2018,111,33950,237115035,53061050402.0,0,pink
87099,2013,208,69900,218231058,53067010802.0,0,pink
87125,2020,14,81100,138927372,53021020503.0,0,pink
87131,2014,208,69900,167810667,53073000804.0,0,pink
87159,2019,12,36900,195661105,53033027701.0,0,pink
87215,2016,93,31950,250898805,53073000803.0,0,pink
87440,2019,17,34995,211442185,53067012002.0,0,pink
87475,2017,93,32250,295930995,53033026001.0,0,pink
87499,2016,93,31950,349757229,53053072107.0,0,pink
87595,2013,208,69900,2387822,53033023807.0,0,pink
87623,2013,208,69900,196536560,53033009600.0,0,pink
87626,2019,17,52900,475125563,53053072509.0,0,pink
87648,2014,208,69900,183378828,53067012510.0,0,pink
87659,2012,265,59900,114013560,53033032327.0,0,pink
87661,2013,208,69900,96589,53033020200.0,0,pink
87674,2013,208,69900,111817387,53033005100.0,0,pink
87684,2017,14,44100,196630143,53033024302.0,0,pink
87697,2020,14,81100,113140401,53033032328.0,0,pink
87716,2016,93,31950,1337731,53033032327.0,0,pink
87890,2018,14,54950,349568964,53033023805.0,0,pink
87891,2013,208,69900,183350940,53033024500.0,0,pink
87907,2018,17,52900,348892981,53061050700.0,0,pink
87946,2018,14,184400,145752232,53011040709.0,0,pink
87973,2017,93,32250,282890303,53033029806.0,0,pink
88069,2014,208,69900,202271968,53035091206.0,0,pink
88169,2018,16,52650,282237588,53053071411.0,0,pink
88213,2019,17,34995,476666396,53077002103.0,0,pink
88342,2016,93,31950,124182768,53061051938.0,0,pink
88359,2017,93,32250,184916105,53033025202.0,0,pink
88368,2018,16,52650,214803998,53053072508.0,0,pink
88378,2019,32,39995,303362335,53033032327.0,0,pink
88390,2018,16,52650,161924780,53033004101.0,0,pink
88393,2012,265,59900,196832079,53055960301.0,0,pink
88430,2014,208,69900,170643483,53033023701.0,0,pink
88446,2013,208,69900,215266824,53061053803.0,0,pink
88565,2013,208,69900,2703830,53033031204.0,0,pink
88612,2017,14,44100,202263834,53053073122.0,0,pink
88671,2013,208,69900,199219744,53033032327.0,0,pink
88706,2014,208,69900,230372201,53033026001.0,0,pink
88721,2018,14,54950,218197171,53053071210.0,0,pink
88783,2013,208,69900,201128357,53017950300.0,0,pink
88868,2013,208,69900,302534998,53073001101.0,0,pink
89033,2018,17,52900,157811174,53033031911.0,0,pink
89041,2013,208,69900,112896241,53009001400.0,0,pink
89086,2013,208,69900,343762674,53033002200.0,0,pink
89099,2014,208,69900,179568882,53033022802.0,0,pink
89103,2016,93,31950,270658314,53061051912.0,0,pink
89186,2013,208,69900,110102905,53011040608.0,0,pink
89237,2016,93,31950,310983375,53033002200.0,0,pink
89271,2017,14,44100,139807013,53053073129.0,0,pink
89273,2019,32,39995,235462041,53073000402.0,0,pink
89318,2013,208,69900,124896054,53057951600.0,0,pink
89394,2017,14,44100,252372333,53033022803.0,0,pink
89426,2013,208,69900,122234458,53033031911.0,0,pink
89446,2014,208,69900,172870953,53033031904.0,0,pink
89501,2013,208,69900,151810179,53067012510.0,0,pink
89557,2014,208,69900,215745372,53033002200.0,0,pink
89558,2013,208,69900,3738563,53033024302.0,0,pink
89574,2018,17,52900,142675508,53073000301.0,0,pink
89602,2013,208,69900,235000580,53035092300.0,0,pink
89776,2013,208,69900,187627107,53053072509.0,0,pink
89853,2018,14,90700,131630383,53063012902.0,0,pink
89865,2019,17,34995,322483780,53033027702.0,0,pink
89894,2018,14,45600,133272317,53033032402.0,0,pink
89925,2014,208,69900,348547076,53053073404.0,0,pink
89927,2014,208,69900,207708238,53033032102.0,0,pink
90141,2013,208,69900,187621339,53053073501.0,0,pink
90178,2016,93,31950,101315287,53031950400.0,0,pink
90289,2018,111,33950,169033441,53029971700.0,0,pink
90335,2019,15,55700,115238126,53033032011.0,0,pink
90410,2019,32,39995,228891379,53063012701.0,0,pink
90571,2018,19,64950,137083747,53033003000.0,0,pink
90667,2014,208,69900,236263996,53033032327.0,0,pink
90707,2013,208,69900,216026765,53033032307.0,0,pink
90825,2013,208,69900,180374904,53057951800.0,0,pink
90917,2018,14,90700,144448188,53033029602.0,0,pink
90976,2014,208,69900,212792464,53033020900.0,0,pink
91091,2018,17,52900,298238916,53061050300.0,0,pink
91131,2018,19,64950,183323409,53033003201.0,0,pink
91203,2018,12,36800,152707740,53011041335.0,0,pink
91208,2013,208,69900,186333675,53033032327.0,0,pink
91249,2017,14,44100,348843463,53033022902.0,0,pink
91253,2016,93,31950,2216182,53035090902.0,0,pink
91312,2018,14,45600,193757931,53035090700.0,0,pink
91333,2013,208,69900,475916339,53053070208.0,0,pink
91400,2013,208,69900,166401910,53073010702.0,0,pink
91459,2018,14,54950,125390184,53053060400.0,0,pink
91507,2013,208,69900,103164736,53061052105.0,0,pink
91508,2014,208,69900,162608421,53061052605.0,0,pink
91543,2013,208,69900,180844639,53053073302.0,0,pink
91620,2013,208,69900,168575879,53005011001.0,0,pink
91630,2014,208,69900,193391117,53033025602.0,0,pink
91714,2019,17,34995,207849876,53033003400.0,0,pink
91750,2012,265,59900,213095585,53061050300.0,0,pink
91956,2013,208,69900,243483894,53033023805.0,0,pink
92034,2014,208,69900,240817104,53033032311.0,0,pink
92055,2014,208,69900,172630321,53073000401.0,0,pink
92108,2014,208,69900,101133483,53061052207.0,0,pink
92113,2019,32,39995,154078095,53061052203.0,0,pink
92131,2016,93,31950,192729211,53033029806.0,0,pink
92269,2013,208,69900,215223144,53033032321.0,0,pink
92350,2019,17,52900,474543625,53007960501.0,0,pink
92418,2013,208,69900,178034139,53055960502.0,0,pink
92593,2016,93,31950,124843358,53033002900.0,0,pink
92596,2014,208,69900,171522928,53017950300.0,0,pink
92676,2018,111,33950,314283378,53033032006.0,0,pink
92749,2019,15,55700,238865196,53061052004.0,0,pink
92772,2014,208,69900,131565647,53053070208.0,0,pink
92773,2013,208,69900,2508110,53033022902.0,0,pink
92834,2013,208,69900,168811688,53011040610.0,0,pink
92847,2014,208,69900,239617143,53033002700.0,0,pink
92888,2014,208,69900,251261895,53033023300.0,0,pink
92933,2012,265,59900,147067602,53053060400.0,0,pink
92964,2019,12,36900,102308951,53033001900.0,0,pink
92987,2019,32,39995,332162120,53067012225.0,0,pink
92996,2013,208,69900,115462686,53061051914.0,0,pink
93083,2019,12,36900,239835949,53033027701.0,0,pink
93118,2017,93,32250,289159839,53073000502.0,0,pink
93144,2016,93,31950,109412208,53073010702.0,0,pink
93287,2013,208,69900,140738552,53061052605.0,0,pink
93348,2013,208,69900,107938057,53033026200.0,0,pink
93364,2017,93,32250,203187582,53061053605.0,0,pink
93375,2017,14,44100,189943561,53029971400.0,0,pink
93395,2014,208,69900,196736900,53073010301.0,0,pink
93411,2016,93,31950,158961099,53061050700.0,0,pink
93498,2017,93,32250,349482472,53053071413.0,0,pink
93535,2013,208,69900,107655474,53041970200.0,0,pink
93549,2016,93,31950,132378102,53011040305.0,0,pink
93576,2018,17,52900,131772637,53033008700.0,0,pink
93673,2018,19,64950,112645242,53033006900.0,0,pink
93795,2013,208,69900,119663568,53033027701.0,0,pink
93839,2014,208,69900,348310952,53033026700.0,0,pink
94034,2017,93,32250,174615409,53061052707.0,0,pink
94083,2019,17,34995,142197590,53035091001.0,0,pink
94088,2019,17,52900,235035139,53033008700.0,0,pink
94181,2018,19,64950,284264235,53005010201.0,0,pink
94219,2017,14,44100,150233163,53033026802.0,0,pink
94278,2013,208,69900,165142379,53029971700.0,0,pink
94381,2019,32,39995,236534392,53045961000.0,0,pink
94423,2019,17,52900,113028975,53007960202.0,0,pink
94614,2016,93,31950,350173652,53029971000.0,0,pink
94649,2016,93,31950,196510464,53033011801.0,0,pink
94704,2013,208,69900,131932041,53075000202.0,0,pink
94830,2016,93,31950,151059863,53033032315.0,0,pink
94835,2008,220,98950,121274121,53053072601.0,0,pink
94865,2013,208,69900,139725337,53053073406.0,0,pink
94985,2019,32,39995,179757091,53033008800.0,0,pink
95121,2013,208,69900,129916202,53041971600.0,0,pink
95190,2019,32,39995,473832901,53061051914.0,0,pink
95234,2017,93,32250,348426872,53061051914.0,0,pink
95295,2012,265,59900,477376091,53061053400.0,0,pink
95372,2016,14,43700,3543837,53033031908.0,0,pink
95543,2018,17,52900,171256809,53029971900.0,0,pink
95567,2014,208,69900,102359785,53017950101.0,0,pink
95622,2016,93,31950,261206858,53033032704.0,0,pink
95650,2017,14,44100,308997,53053940011.0,0,pink
95660,2016,93,31950,343102749,53063010702.0,0,pink
95690,2019,32,39995,325092813,53069950100.0,0,pink
95758,2014,208,69900,159930081,53033022701.0,0,pink
95808,2018,19,64950,143084602,53057952401.0,0,pink
95886,2013,208,69900,170380731,53033032319.0,0,pink
95990,2014,208,69900,242238783,53067012221.0,0,pink
96094,2013,208,69900,314888857,53011042400.0,0,pink
96308,2013,208,69900,114594287,53033031908.0,0,pink
96322,2018,19,64950,316199201,53035090202.0,0,pink
96407,2018,19,64950,315062072,53053072408.0,0,pink
96501,2019,17,52900,211345249,53035091500.0,0,pink
96591,2013,208,69900,100531756,53033032311.0,0,pink
96798,2014,208,69900,177870234,53071920902.0,0,pink
96822,2018,111,33950,127394704,53033031911.0,0,pink
96902,2018,31,75095,117300333,53033024500.0,0,pink
96926,2014,208,69900,104625104,53035092500.0,0,pink
96947,2010,245,110950,477599923,53053072109.0,0,pink
96959,2014,208,69900,146419101,53061052112.0,0,pink
96985,2019,12,36900,203592875,53029971600.0,0,pink
97014,2013,208,69900,235274686,53053073407.0,0,pink
97196,2014,208,69900,171234010,53033032320.0,0,pink
97207,2016,93,31950,205963635,53033022803.0,0,pink
97341,2013,208,69900,141075147,53033030405.0,0,pink
97400,2018,14,45600,348703050,53033032311.0,0,pink
97405,2013,208,69900,154187407,53053073123.0,0,pink
97423,2018,19,64950,303744626,53055960501.0,0,pink
97490,2018,14,54950,316294793,53029971900.0,0,pink
97528,2013,208,69900,122299530,53033032102.0,0,pink
97560,2016,93,31950,136136388,53073000502.0,0,pink
97608,2019,17,34995,9469757,53073001101.0,0,pink
97631,2018,14,54950,313215808,53033032216.0,0,pink
97660,2019,17,34995,231121278,53061051913.0,0,pink
97668,2019,16,53400,206902090,53025011001.0,0,pink
97673,2019,12,36900,101253897,53061050403.0,0,pink
97755,2018,14,54950,232448856,53033008900.0,0,pink
97783,2018,19,64950,301154528,53033024002.0,0,pink
97816,2018,14,54950,193950515,53063012701.0,0,pink
97850,2014,208,69900,224095322,53007960804.0,0,pink
97894,2013,208,69900,5214422,53061050502.0,0,pink
97923,2013,208,69900,106800809,53033032002.0,0,pink
97945,2019,17,52900,211313602,53011040907.0,0,pink
97964,2019,17,52900,476596767,53053940011.0,0,pink
98066,2013,208,69900,173156273,53033007800.0,0,pink
98261,2018,14,184400,275095369,53067012221.0,0,pink
98262,2014,208,69900,150723317,53033032002.0,0,pink
98291,2013,208,69900,178261310,53061052004.0,0,pink
98295,2019,32,39995,476825408,53047970500.0,0,pink
98324,2014,208,69900,221671516,53033010200.0,0,pink
98380,2014,208,69900,8124371,53033020900.0,0,pink
98426,2018,14,54950,109684032,53033007001.0,0,pink
98500,2018,17,52900,182009096,53063013205.0,0,pink
98532,2014,208,69900,240386702,53033008002.0,0,pink
98588,2020,14,81100,133539654,53055960102.0,0,pink
98606,2014,208,69900,156635951,53035091100.0,0,pink
98622,2013,208,69900,115499226,53061051802.0,0,pink
98670,2014,208,69900,151791419,53033004102.0,0,pink
98723,2014,208,69900,192880131,53045960600.0,0,pink
98738,2016,93,31950,348839872,53063010304.0,0,pink
98791,2014,208,69900,264810570,53033008200.0,0,pink
98842,2017,93,32250,119635456,53037975101.0,0,pink
98889,2014,208,69900,100668879,53061051927.0,0,pink
98937,2013,208,69900,239854359,53033032311.0,0,pink
98939,2014,208,69900,125971107,53061041812.0,0,pink
98994,2016,93,31950,160220035,53053060903.0,0,pink
99001,2018,14,45600,185426580,53033028901.0,0,pink
99069,2016,93,31950,211299581,53009001702.0,0,pink
99079,2016,93,31950,244035501,53033024400.0,0,pink
99136,2008,220,98950,117197,53033032332.0,0,pink
99158,2014,208,69900,179210034,53033006300.0,0,pink
99276,2012,265,59900,159821287,53061041301.0,0,pink
99279,2013,208,69900,172878702,53033007203.0,0,pink
99281,2008,220,98950,127308184,53053071902.0,0,pink
99292,2012,265,59900,171269024,53033032321.0,0,pink
99301,2018,16,52650,348779042,53033032333.0,0,pink
99305,2017,93,32250,198196239,53027001000.0,0,pink
99323,2018,31,75095,112443488,53053072410.0,0,pink
99360,2018,14,54950,215122918,53033027200.0,0,pink
99384,2014,208,69900,478177038,53033003201.0,0,pink
99387,2019,17,34995,476993156,53005010810.0,0,pink
99444,2011,245,109000,160902584,53061051913.0,0,pink
99449,2014,208,69900,253621210,53053072000.0,0,pink
99532,2017,93,32250,347637244,53033031204.0,0,pink
99594,2016,93,31950,7022802,53053072801.0,0,pink
99633,2016,93,31950,189183592,53061041606.0,0,pink
99811,2019,32,39995,477244162,53061051500.0,0,pink
99812,2018,14,54950,147225564,53053071310.0,0,pink
99869,2017,93,32250,256040396,53057952304.0,0,pink
99879,2013,208,69900,347998913,53033032311.0,0,pink
99895,2018,111,33950,347885534,53061052603.0,0,pink
100035,2013,208,69900,317811301,53049950301.0,0,pink
100055,2019,12,36900,187521414,53049950801.0,0,pink
100086,2013,208,69900,200506722,53073000402.0,0,pink
100118,2019,32,39995,211755421,53037975500.0,0,pink
100167,2018,19,64950,154545121,53033032327.0,0,pink
100209,2013,208,69900,175809357,53053061502.0,0,pink
100224,2013,208,69900,198737360,53061053102.0,0,pink
